,Event,Team,NOC,Year,Games,Season,City,Sport,Medal
9477,"Speed Skating Men's 1,000 metres",Norway,NOR,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9478,"Speed Skating Men's 1,000 metres",Russia,RUS,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9479,"Speed Skating Men's 1,000 metres",South Korea,KOR,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9480,"Speed Skating Men's 1,000 metres",South Korea,KOR,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9481,"Speed Skating Men's 1,000 metres",Soviet Union,URS,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9482,"Speed Skating Men's 1,000 metres",Soviet Union,URS,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9483,"Speed Skating Men's 1,000 metres",Soviet Union,URS,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9484,"Speed Skating Men's 1,000 metres",Soviet Union,URS,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9485,"Speed Skating Men's 1,000 metres",United States,USA,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9486,"Speed Skating Men's 1,000 metres",United States,USA,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9487,"Speed Skating Men's 1,000 metres",United States,USA,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9488,"Speed Skating Men's 1,000 metres",United States,USA,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9489,"Speed Skating Men's 1,000 metres",United States,USA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9490,"Speed Skating Men's 1,000 metres",United States,USA,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9491,"Speed Skating Men's 1,500 metres",Austria,AUT,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9492,"Speed Skating Men's 1,500 metres",Canada,CAN,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9493,"Speed Skating Men's 1,500 metres",Canada,CAN,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9494,"Speed Skating Men's 1,500 metres",East Germany,GDR,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9495,"Speed Skating Men's 1,500 metres",Finland,FIN,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9496,"Speed Skating Men's 1,500 metres",Italy,ITA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9497,"Speed Skating Men's 1,500 metres",Netherlands,NED,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9498,"Speed Skating Men's 1,500 metres",Netherlands,NED,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9499,"Speed Skating Men's 1,500 metres",Netherlands,NED,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9500,"Speed Skating Men's 1,500 metres",Netherlands,NED,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9501,"Speed Skating Men's 1,500 metres",Netherlands,NED,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9502,"Speed Skating Men's 1,500 metres",Netherlands,NED,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9503,"Speed Skating Men's 1,500 metres",Netherlands,NED,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9504,"Speed Skating Men's 1,500 metres",Netherlands,NED,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9505,"Speed Skating Men's 1,500 metres",Netherlands,NED,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9506,"Speed Skating Men's 1,500 metres",Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9507,"Speed Skating Men's 1,500 metres",Norway,NOR,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9508,"Speed Skating Men's 1,500 metres",Norway,NOR,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9509,"Speed Skating Men's 1,500 metres",Norway,NOR,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9510,"Speed Skating Men's 1,500 metres",Norway,NOR,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9511,"Speed Skating Men's 1,500 metres",Norway,NOR,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9512,"Speed Skating Men's 1,500 metres",Norway,NOR,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9513,"Speed Skating Men's 1,500 metres",Norway,NOR,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9514,"Speed Skating Men's 1,500 metres",Norway,NOR,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9515,"Speed Skating Men's 1,500 metres",Norway,NOR,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9516,"Speed Skating Men's 1,500 metres",Norway,NOR,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9517,"Speed Skating Men's 1,500 metres",Norway,NOR,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9518,"Speed Skating Men's 1,500 metres",Poland,POL,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9519,"Speed Skating Men's 1,500 metres",Soviet Union,URS,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9520,"Speed Skating Men's 1,500 metres",Soviet Union,URS,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9521,"Speed Skating Men's 1,500 metres",Soviet Union,URS,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9522,"Speed Skating Men's 1,500 metres",Soviet Union,URS,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9523,"Speed Skating Men's 1,500 metres",Soviet Union,URS,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9524,"Speed Skating Men's 1,500 metres",Sweden,SWE,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9525,"Speed Skating Men's 1,500 metres",United States,USA,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9526,"Speed Skating Men's 1,500 metres",United States,USA,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9527,"Speed Skating Men's 1,500 metres",United States,USA,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9528,"Speed Skating Men's 1,500 metres",United States,USA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9529,"Speed Skating Men's 1,500 metres",United States,USA,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9530,"Speed Skating Men's 10,000 metres",Austria,AUT,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9531,"Speed Skating Men's 10,000 metres",East Germany,GDR,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9532,"Speed Skating Men's 10,000 metres",Netherlands,NED,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9533,"Speed Skating Men's 10,000 metres",Netherlands,NED,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9534,"Speed Skating Men's 10,000 metres",Netherlands,NED,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9535,"Speed Skating Men's 10,000 metres",Netherlands,NED,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9536,"Speed Skating Men's 10,000 metres",Netherlands,NED,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9537,"Speed Skating Men's 10,000 metres",Netherlands,NED,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9538,"Speed Skating Men's 10,000 metres",Netherlands,NED,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9539,"Speed Skating Men's 10,000 metres",Netherlands,NED,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9540,"Speed Skating Men's 10,000 metres",Netherlands,NED,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9541,"Speed Skating Men's 10,000 metres",Netherlands,NED,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9542,"Speed Skating Men's 10,000 metres",Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9543,"Speed Skating Men's 10,000 metres",Norway,NOR,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9544,"Speed Skating Men's 10,000 metres",Norway,NOR,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9545,"Speed Skating Men's 10,000 metres",Norway,NOR,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9546,"Speed Skating Men's 10,000 metres",Norway,NOR,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9547,"Speed Skating Men's 10,000 metres",Norway,NOR,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9548,"Speed Skating Men's 10,000 metres",Norway,NOR,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9549,"Speed Skating Men's 10,000 metres",Norway,NOR,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9550,"Speed Skating Men's 10,000 metres",Norway,NOR,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9551,"Speed Skating Men's 10,000 metres",Norway,NOR,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9552,"Speed Skating Men's 10,000 metres",Norway,NOR,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9553,"Speed Skating Men's 10,000 metres",Russia,RUS,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9554,"Speed Skating Men's 10,000 metres",South Korea,KOR,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9555,"Speed Skating Men's 10,000 metres",Soviet Union,URS,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9556,"Speed Skating Men's 10,000 metres",Soviet Union,URS,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9557,"Speed Skating Men's 10,000 metres",Soviet Union,URS,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9558,"Speed Skating Men's 10,000 metres",Sweden,SWE,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9559,"Speed Skating Men's 10,000 metres",Sweden,SWE,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9560,"Speed Skating Men's 10,000 metres",Sweden,SWE,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9561,"Speed Skating Men's 10,000 metres",Sweden,SWE,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9562,"Speed Skating Men's 10,000 metres",Sweden,SWE,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9563,"Speed Skating Men's 10,000 metres",Sweden,SWE,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9564,"Speed Skating Men's 10,000 metres",United States,USA,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9565,"Speed Skating Men's 10,000 metres",United States,USA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9566,"Speed Skating Men's 5,000 metres",Belgium,BEL,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9567,"Speed Skating Men's 5,000 metres",East Germany,GDR,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9568,"Speed Skating Men's 5,000 metres",Germany,GER,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9569,"Speed Skating Men's 5,000 metres",Italy,ITA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9570,"Speed Skating Men's 5,000 metres",Netherlands,NED,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9571,"Speed Skating Men's 5,000 metres",Netherlands,NED,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9572,"Speed Skating Men's 5,000 metres",Netherlands,NED,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9573,"Speed Skating Men's 5,000 metres",Netherlands,NED,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9574,"Speed Skating Men's 5,000 metres",Netherlands,NED,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9575,"Speed Skating Men's 5,000 metres",Netherlands,NED,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9576,"Speed Skating Men's 5,000 metres",Netherlands,NED,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9577,"Speed Skating Men's 5,000 metres",Netherlands,NED,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9578,"Speed Skating Men's 5,000 metres",Netherlands,NED,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9579,"Speed Skating Men's 5,000 metres",Netherlands,NED,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9580,"Speed Skating Men's 5,000 metres",Netherlands,NED,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9581,"Speed Skating Men's 5,000 metres",Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9582,"Speed Skating Men's 5,000 metres",Norway,NOR,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9583,"Speed Skating Men's 5,000 metres",Norway,NOR,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9584,"Speed Skating Men's 5,000 metres",Norway,NOR,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9585,"Speed Skating Men's 5,000 metres",Norway,NOR,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9586,"Speed Skating Men's 5,000 metres",Norway,NOR,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9587,"Speed Skating Men's 5,000 metres",Norway,NOR,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9588,"Speed Skating Men's 5,000 metres",Norway,NOR,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9589,"Speed Skating Men's 5,000 metres",Norway,NOR,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9590,"Speed Skating Men's 5,000 metres",Russia,RUS,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9591,"Speed Skating Men's 5,000 metres",South Korea,KOR,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9592,"Speed Skating Men's 5,000 metres",Soviet Union,URS,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9593,"Speed Skating Men's 5,000 metres",Soviet Union,URS,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9594,"Speed Skating Men's 5,000 metres",Soviet Union,URS,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9595,"Speed Skating Men's 5,000 metres",Sweden,SWE,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9596,"Speed Skating Men's 5,000 metres",Sweden,SWE,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9597,"Speed Skating Men's 5,000 metres",Sweden,SWE,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9598,"Speed Skating Men's 5,000 metres",United States,USA,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9599,"Speed Skating Men's 5,000 metres",United States,USA,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9600,"Speed Skating Men's 5,000 metres",United States,USA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9601,Speed Skating Men's 500 metres,Canada,CAN,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9602,Speed Skating Men's 500 metres,Canada,CAN,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9603,Speed Skating Men's 500 metres,East Germany,GDR,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9604,Speed Skating Men's 500 metres,Germany,GER,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9605,Speed Skating Men's 500 metres,Japan,JPN,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9606,Speed Skating Men's 500 metres,Japan,JPN,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9607,Speed Skating Men's 500 metres,Japan,JPN,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9608,Speed Skating Men's 500 metres,Japan,JPN,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9609,Speed Skating Men's 500 metres,Japan,JPN,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9610,Speed Skating Men's 500 metres,Japan,JPN,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9611,Speed Skating Men's 500 metres,Japan,JPN,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9612,Speed Skating Men's 500 metres,Netherlands,NED,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9613,Speed Skating Men's 500 metres,Netherlands,NED,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9614,Speed Skating Men's 500 metres,Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9615,Speed Skating Men's 500 metres,Norway,NOR,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9616,Speed Skating Men's 500 metres,Norway,NOR,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9617,Speed Skating Men's 500 metres,Norway,NOR,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9618,Speed Skating Men's 500 metres,Russia,RUS,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9619,Speed Skating Men's 500 metres,Russia,RUS,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9620,Speed Skating Men's 500 metres,South Korea,KOR,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9621,Speed Skating Men's 500 metres,South Korea,KOR,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9622,Speed Skating Men's 500 metres,Soviet Union,URS,1956,1956 Winter,Winter,Cortina d'Ampezzo,Speed Skating,1.0
9623,Speed Skating Men's 500 metres,Soviet Union,URS,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9624,Speed Skating Men's 500 metres,Soviet Union,URS,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9625,Speed Skating Men's 500 metres,Soviet Union,URS,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9626,Speed Skating Men's 500 metres,Soviet Union,URS,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9627,Speed Skating Men's 500 metres,Soviet Union,URS,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9628,Speed Skating Men's 500 metres,Soviet Union,URS,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9629,Speed Skating Men's 500 metres,Sweden,SWE,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9630,Speed Skating Men's 500 metres,United States,USA,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9631,Speed Skating Men's 500 metres,United States,USA,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9632,Speed Skating Men's 500 metres,United States,USA,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9633,Speed Skating Men's 500 metres,United States,USA,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9634,Speed Skating Men's 500 metres,United States,USA,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9635,Speed Skating Men's 500 metres,United States,USA,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9636,Speed Skating Men's 500 metres,United States,USA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9637,Speed Skating Men's 500 metres,West Germany,FRG,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9638,Speed Skating Men's 500 metres,West Germany,FRG,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9639,Speed Skating Men's Team Pursuit (8 laps),Canada,CAN,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9640,Speed Skating Men's Team Pursuit (8 laps),Canada,CAN,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9641,Speed Skating Men's Team Pursuit (8 laps),Italy,ITA,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9642,Speed Skating Men's Team Pursuit (8 laps),Netherlands,NED,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9643,Speed Skating Men's Team Pursuit (8 laps),Netherlands,NED,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9644,Speed Skating Men's Team Pursuit (8 laps),Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9645,Speed Skating Men's Team Pursuit (8 laps),Poland,POL,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9646,Speed Skating Men's Team Pursuit (8 laps),South Korea,KOR,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9647,Speed Skating Men's Team Pursuit (8 laps),United States,USA,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9648,"Speed Skating Women's 1,000 metres",Canada,CAN,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9649,"Speed Skating Women's 1,000 metres",Canada,CAN,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9650,"Speed Skating Women's 1,000 metres",Canada,CAN,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9651,"Speed Skating Women's 1,000 metres",China,CHN,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9652,"Speed Skating Women's 1,000 metres",China,CHN,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9653,"Speed Skating Women's 1,000 metres",China,CHN,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9654,"Speed Skating Women's 1,000 metres",East Germany,GDR,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9655,"Speed Skating Women's 1,000 metres",East Germany,GDR,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9656,"Speed Skating Women's 1,000 metres",East Germany,GDR,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9657,"Speed Skating Women's 1,000 metres",Finland,FIN,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9658,"Speed Skating Women's 1,000 metres",Germany,GER,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9659,"Speed Skating Women's 1,000 metres",Germany,GER,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9660,"Speed Skating Women's 1,000 metres",Germany,GER,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9661,"Speed Skating Women's 1,000 metres",Germany,GER,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9662,"Speed Skating Women's 1,000 metres",Germany,GER,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9663,"Speed Skating Women's 1,000 metres",Netherlands,NED,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9664,"Speed Skating Women's 1,000 metres",Netherlands,NED,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9665,"Speed Skating Women's 1,000 metres",Netherlands,NED,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9666,"Speed Skating Women's 1,000 metres",Netherlands,NED,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9667,"Speed Skating Women's 1,000 metres",Netherlands,NED,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9668,"Speed Skating Women's 1,000 metres",Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9669,"Speed Skating Women's 1,000 metres",Soviet Union,URS,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
9670,"Speed Skating Women's 1,000 metres",Soviet Union,URS,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9671,"Speed Skating Women's 1,000 metres",Soviet Union,URS,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9672,"Speed Skating Women's 1,000 metres",Soviet Union,URS,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9673,"Speed Skating Women's 1,000 metres",Soviet Union,URS,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9674,"Speed Skating Women's 1,000 metres",Soviet Union,URS,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9675,"Speed Skating Women's 1,000 metres",United States,USA,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9676,"Speed Skating Women's 1,000 metres",United States,USA,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9677,"Speed Skating Women's 1,000 metres",United States,USA,1976,1976 Winter,Winter,Innsbruck,Speed Skating,1.0
9678,"Speed Skating Women's 1,000 metres",United States,USA,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9679,"Speed Skating Women's 1,000 metres",United States,USA,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9680,"Speed Skating Women's 1,000 metres",United States,USA,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9681,"Speed Skating Women's 1,000 metres",United States,USA,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9682,"Speed Skating Women's 1,000 metres",United States,USA,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9683,"Speed Skating Women's 1,000 metres",United States,USA,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9684,"Speed Skating Women's 1,000 metres",West Germany,FRG,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9685,"Speed Skating Women's 1,500 metres",Austria,AUT,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9686,"Speed Skating Women's 1,500 metres",Canada,CAN,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9687,"Speed Skating Women's 1,500 metres",Canada,CAN,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9688,"Speed Skating Women's 1,500 metres",Czech Republic,CZE,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9689,"Speed Skating Women's 1,500 metres",East Germany,GDR,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9690,"Speed Skating Women's 1,500 metres",East Germany,GDR,1984,1984 Winter,Winter,Sarajevo,Speed Skating,1.0
9691,"Speed Skating Women's 1,500 metres",East Germany,GDR,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9692,"Speed Skating Women's 1,500 metres",Finland,FIN,1964,1964 Winter,Winter,Innsbruck,Speed Skating,1.0
9693,"Speed Skating Women's 1,500 metres",Finland,FIN,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9694,"Speed Skating Women's 1,500 metres",Germany,GER,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9695,"Speed Skating Women's 1,500 metres",Germany,GER,1994,1994 Winter,Winter,Lillehammer,Speed Skating,1.0
9696,"Speed Skating Women's 1,500 metres",Germany,GER,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9697,"Speed Skating Women's 1,500 metres",Germany,GER,2002,2002 Winter,Winter,Salt Lake City,Speed Skating,1.0
9698,"Speed Skating Women's 1,500 metres",Japan,JPN,1992,1992 Winter,Winter,Albertville,Speed Skating,1.0
9699,"Speed Skating Women's 1,500 metres",Netherlands,NED,1968,1968 Winter,Winter,Grenoble,Speed Skating,1.0
9700,"Speed Skating Women's 1,500 metres",Netherlands,NED,1972,1972 Winter,Winter,Sapporo,Speed Skating,1.0
9701,"Speed Skating Women's 1,500 metres",Netherlands,NED,1980,1980 Winter,Winter,Lake Placid,Speed Skating,1.0
9702,"Speed Skating Women's 1,500 metres",Netherlands,NED,1988,1988 Winter,Winter,Calgary,Speed Skating,1.0
9703,"Speed Skating Women's 1,500 metres",Netherlands,NED,1998,1998 Winter,Winter,Nagano,Speed Skating,1.0
9704,"Speed Skating Women's 1,500 metres",Netherlands,NED,2006,2006 Winter,Winter,Torino,Speed Skating,1.0
9705,"Speed Skating Women's 1,500 metres",Netherlands,NED,2010,2010 Winter,Winter,Vancouver,Speed Skating,1.0
9706,"Speed Skating Women's 1,500 metres",Netherlands,NED,2014,2014 Winter,Winter,Sochi,Speed Skating,1.0
9707,"Speed Skating Women's 1,500 metres",Poland,POL,1960,1960 Winter,Winter,Squaw Valley,Speed Skating,1.0
